id,agencia,CATEGORÍA CENSO 1,CANTIDAD DE SCHOPERAS CCU,CANTIDAD DE SALIDAS,CANTIDAD DE SHOPERAS COMPETENCIA ,CCU/ABINBEV/OTRAS MARCAS COMPETENCIA
614047,,,,,,
,,,,,,
680293,,,,,,
729655,,,,,,
,,,,,,
2274002,,,,,,
1360807,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2316989,PK,IMPLEMENTADO,4,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)AUSTRAL ( de CCU)CRISTAL ( de CCU)HEINEKEN ( de CCU)DOLBEK ( de CCU)GUAYACAN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2338941,CORPA,CCU/Cuestionados,1,3,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2300231,CORPA,IMPLEMENTADO,1,4,0,HEINEKEN
1549424,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
1714018,CORPA,CCU/Cuestionados,,,,AUSTRALROYAL GUARD
753325,PK,CUESTIONADOS,1,5,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)ESCUDO ( de CCU)GUAYACAN ( de CCU)
2317464,CORPA,IMPLEMENTADO,1,6,0,
565539,PK,IMPLEMENTADO,2,1,0,HEINEKEN ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)
677720,CORPA,IMPLEMENTADO,1,4,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
677049,PK,IMPLEMENTADO,2,0,0,AUSTRAL ( de CCU)PATAGONIA ( de CCU)ESCUDO ( de CCU)GUAYACAN ( de CCU)
757042,PK,IMPLEMENTADO,2,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1654176,PK,CCU/Cuestionados,3,1,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)
529982,CORPA,IMPLEMENTADO,1,4,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1373510,PK,IMPLEMENTADO,2,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
878475,PK,CCU/Cuestionados,3,2,0,CRISTAL ( de CCU)ROYAL GUARD  ( de CCU)KUNTSMANN ( de CCU)
875378,PK,CCU/Cuestionados,3,2,0,CRISTAL ( de CCU)ROYAL GUARD  ( de CCU)KUNTSMANN ( de CCU)
688790,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)PATAGONIA ( de CCU)
676513,PK,IMPLEMENTADO,2,2,0,AUSTRAL ( de CCU)AUSTRAL ( de CCU)
2361673,CORPA,CCU/Cuestionados,2,2,0,BUDWEISERSTELLA ARTOIS
1738133,CORPA,NO REPORTADO COMO IMPLEMENTADO,1,6,0,BUDWEISERSTELLA ARTOIS
1698310,CORPA,IMPLEMENTADO,,,,BUDWEISERSTELLA ARTOIS
861974,CORPA,CCU/Cuestionados,1,3,0,BUDWEISERSTELLA ARTOIS
2152590,PK,IMPLEMENTADO,1,5,0,CRISTAL ( de CCU)ESCUDO ( de CCU)GUAYACAN ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
852841,CORPA,CCU/Cuestionados,2,2,0,BUDWEISERSTELLA ARTOIS
1374343,PK,CCU/Cuestionados,0,0,0,
1488252,CORPA,IMPLEMENTADO,1,4,0,BUDWEISERSTELLA ARTOIS
2237262,PK,IMPLEMENTADO,2,2,0,KUNTSMANN ( de CCU)AUSTRAL ( de CCU)CRISTAL ( de CCU)
1751166,CORPA,CCU/Cuestionados,,,,AUSTRALROYAL GUARD
682133,PK,IMPLEMENTADO,1,5,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)HEINEKEN ( de CCU)
2163115,CORPA,CCU/Cuestionados,2,2,0,BUDWEISERSTELLA ARTOIS
2090507,CORPA,CCU/Cuestionados,2,2,0,BUDWEISERSTELLA ARTOIS
810178,CORPA,CUESTIONADOS,1,6,0,BUDWEISERSTELLA ARTOIS
715032,PK,IMPLEMENTADO,2,2,0,DOLBEK ( de CCU)HEINEKEN ( de CCU)AUSTRAL ( de CCU)
676397,CORPA,CCU/Cuestionados,1,4,0,AUSTRALROYAL GUARD
1426393,CORPA,IMPLEMENTADO,4,1,0,
1310837,PK,CCU/Cuestionados,0,0,0,
746052,PK,CCU/Cuestionados,0,0,1,
744998,CORPA,CCU/Cuestionados,,,,AUSTRALROYAL GUARD
524949,CORPA,NO CENSADO,1,6,0,BUDWEISERSTELLA ARTOIS
932567,CORPA,NO CENSADO,1,6,0,BUDWEISERSTELLA ARTOIS
842176,CORPA,NO CENSADO,1,6,0,BUDWEISERSTELLA ARTOIS
1620250,CORPA,NO REPORTADO COMO IMPLEMENTADO,1,4,0,AUSTRALROYAL GUARD
1683123,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,3,0,AUSTRALROYAL GUARD
1625358,PK,CUESTIONADOS,1,4,0,AUSTRAL ( de CCU)GUAYACAN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2106771,CORPA,CCU/Cuestionados,,,,AUSTRALROYAL GUARD
658005,PK,CCU/Cuestionados,1,6,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
766743,CORPA,IMPLEMENTADO,2,6,0,CRISTALROYAL GUARD
2299596,PK,CCU/Cuestionados,1,4,0,KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1300016,CORPA,IMPLEMENTADO,1,4,0,CRISTALROYAL GUARD
647990,CORPA,NO REPORTADO COMO IMPLEMENTADO,1,4,0,BUDWEISERSTELLA ARTOIS
648360,CORPA,NO REPORTADO COMO IMPLEMENTADO,1,4,0,BUDWEISERSTELLA ARTOIS
1908019,CORPA,IMPLEMENTADO,2,2,0,AUSTRALROYAL GUARD
2295359,CORPA,NO CENSADO,,,,AUSTRAL
2147528,CORPA,NO CENSADO,,,,AUSTRAL
580941,PK,CUESTIONADOS,2,1,0,HEINEKEN ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)
2346789,CORPA,CCU/Cuestionados,,,,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2287462,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,3,0,AUSTRAL
1388847,CORPA,IMPLEMENTADO,1,6,0,
1685075,CORPA,IMPLEMENTADO,1,4,0,
538222,PK,CUESTIONADOS,1,4,0,CRISTAL ( de CCU)ESCUDO ( de CCU)HEINEKEN ( de CCU)ROYAL GUARD  ( de CCU)
1421423,CORPA,IMPLEMENTADO,2,2,0,
855010,PK,CCU/Cuestionados,0,0,0,
1492344,CORPA,CCU/Cuestionados,,,,
981310,CORPA,CCU/Cuestionados,1,8,0,
675388,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,1,0,BUDWEISERSTELLA ARTOIS
2163360,CORPA,IMPLEMENTADO,1,4,0,AUSTRAL
1909004,PK,IMPLEMENTADO,0,0,0,
845196,PK,IMPLEMENTADO,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2266776,PK,IMPLEMENTADO,2,4,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
614261,,,,,,
614262,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,3,0,
2346742,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,3,0,
2296047,CORPA,IMPLEMENTADO,1,6,0,HEINEKEN
1352891,PK,NO REPORTADO COMO IMPLEMENTADO,2,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2210777,PK,IMPLEMENTADO,2,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2316339,PK,CUESTIONADOS,1,5,1,AUSTRAL ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)GUAYACAN ( de CCU)HEINEKEN ( de CCU)
755657,CORPA,CCU/Cuestionados,1,8,0,BUDWEISERSTELLA ARTOIS
2316776,CORPA,IMPLEMENTADO,1,6,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2306110,CORPA,IMPLEMENTADO,1,8,0,HEINEKEN
755808,CORPA,CCU/Cuestionados,2,2,0,CRISTALROYAL GUARD
597540,CORPA,IMPLEMENTADO,1,4,0,CRISTALROYAL GUARD
2052763,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2091422,CORPA,NO REPORTADO COMO IMPLEMENTADO,1,4,0,AUSTRALROYAL GUARD
1374057,PK,CCU/Cuestionados,0,0,0,
2320949,CORPA,IMPLEMENTADO,4,4,0,HEINEKEN
2239891,PK,CCU/Cuestionados,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2319578,CORPA,IMPLEMENTADO,1,4,0,AUSTRALROYAL GUARD
2347273,PK,IMPLEMENTADO,2,3,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)
921439,PK,CUESTIONADOS,2,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)HEINEKEN ( de CCU)
2343427,CORPA,CCU/Cuestionados,2,2,0,
689161,PK,CCU/Cuestionados,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1474913,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
2331199,CORPA,IMPLEMENTADO,2,3,0,
2195413,PK,IMPLEMENTADO,2,3,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)CRISTAL ( de CCU)
2157608,CORPA,CCU/Cuestionados,1,3,0,AUSTRALROYAL GUARD
1387936,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)HEINEKEN ( de CCU)ROYAL GUARD  ( de CCU)
2130993,PK,IMPLEMENTADO,1,4,0,DOLBEK ( de CCU)
894349,CORPA,IMPLEMENTADO,2,3,0,BUDWEISERSTELLA ARTOIS
2334854,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1813291,PK,IMPLEMENTADO,3,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)HEINEKEN ( de CCU)
1360083,CORPA,IMPLEMENTADO,1,4,0,CRISTALROYAL GUARD
542802,PK,IMPLEMENTADO,3,1,0,ESCUDO ( de CCU)KUNTSMANN ( de CCU)AUSTRAL ( de CCU)
1366380,PK,IMPLEMENTADO,4,1,0,AUSTRAL ( de CCU)ROYAL GUARD  ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)
612024,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,2,0,CRISTALROYAL GUARD
1381282,PK,CCU/Cuestionados,0,0,0,
2078620,CORPA,IMPLEMENTADO,2,2,0,AUSTRALROYAL GUARD
776832,CORPA,IMPLEMENTADO,2,3,0,BUDWEISERSTELLA ARTOIS
2229158,PK,IMPLEMENTADO,2,3,0,KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)AUSTRAL ( de CCU)
544828,PK,IMPLEMENTADO,3,2,0,CRISTAL ( de CCU)CRISTAL ( de CCU)CRISTAL ( de CCU)
927550,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1511171,PK,IMPLEMENTADO,3,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
2322143,PK,CCU/Cuestionados,1,3,0,ESCUDO ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
758856,PK,CCU/Cuestionados,0,0,0,
783404,CORPA,CCU/Cuestionados,,,,CRISTALROYAL GUARD
638200,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,3,0,CRISTALROYAL GUARD
1606870,PK,NO REPORTADO COMO IMPLEMENTADO,2,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
1603654,PK,CCU/Cuestionados,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
996383,CORPA,CCU/Cuestionados,,,,
2103922,PK,IMPLEMENTADO,3,2,0,AUSTRAL ( de CCU)ROYAL GUARD  ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)
525225,CORPA,NO REPORTADO COMO IMPLEMENTADO,1,4,0,AUSTRALROYAL GUARD
2336829,SIN CENSO,NO CENSADO,,,,
1640067,CORPA,IMPLEMENTADO,2,4,0,AUSTRALROYAL GUARD
1309531,CORPA,CCU/Cuestionados,,,,BUDWEISERSTELLA ARTOIS
2242875,PK,CUESTIONADOS,1,4,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
1945408,CORPA,CUESTIONADOS,1,4,0,AUSTRALROYAL GUARD
2042536,CORPA,IMPLEMENTADO,1,4,0,AUSTRALROYAL GUARD
838889,PK,CCU/Cuestionados,0,0,0,
935148,PK,IMPLEMENTADO,2,1,0,CRISTAL ( de CCU)AUSTRAL ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1326577,PK,CCU/Cuestionados,0,0,0,
680757,PK,CCU/Cuestionados,1,1,0,HEINEKEN ( de CCU)
1397455,PK,CCU/Cuestionados,1,1,0,HEINEKEN ( de CCU)
833531,PK,CCU/Cuestionados,1,1,0,HEINEKEN ( de CCU)
2283927,PK,CCU/Cuestionados,1,1,0,HEINEKEN ( de CCU)
2158245,PK,CUESTIONADOS,1,6,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
860273,PK,IMPLEMENTADO,3,1,0,HEINEKEN ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
544022,PK,IMPLEMENTADO,2,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2144280,PK,CCU/Cuestionados,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2152031,PK,IMPLEMENTADO,2,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2166330,CORPA,CCU/Cuestionados,3,3,0,BUDWEISERSTELLA ARTOIS
1330751,PK,CUESTIONADOS,1,9,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)
836575,CORPA,IMPLEMENTADO,2,2,0,BUDWEISERSTELLA ARTOIS
711948,PK,IMPLEMENTADO,5,1,0,CRISTAL ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1686046,CORPA,CCU/Cuestionados,1,4,0,AUSTRALROYAL GUARD
2179927,CORPA,CCU/Cuestionados,1,4,0,AUSTRALROYAL GUARD
1317137,PK,NO REPORTADO COMO IMPLEMENTADO,1,8,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)ROYAL GUARD  ( de CCU)
1640860,CORPA,CCU/Cuestionados,,,,AUSTRALROYAL GUARD
2308699,PK,CCU/Cuestionados,1,3,0,KUNTSMANN ( de CCU)
799980,CORPA,IMPLEMENTADO,2,3,0,BUDWEISERSTELLA ARTOIS
1749383,PK,CUESTIONADOS,1,5,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)GUAYACAN ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2158592,SIN CENSO,NO REPORTADO COMO IMPLEMENTADO,,,,
730425,PK,IMPLEMENTADO,2,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
699721,CORPA,IMPLEMENTADO,2,6,0,BUDWEISERSTELLA ARTOIS
1861495,PK,IMPLEMENTADO,1,6,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)ROYAL GUARD  ( de CCU)
677055,CORPA,IMPLEMENTADO,1,6,0,HEINEKEN
2265472,PK,IMPLEMENTADO,3,1,0,KUNTSMANN ( de CCU)AUSTRAL ( de CCU)HEINEKEN ( de CCU)ROYAL GUARD  ( de CCU)
2268355,CORPA,CCU/Cuestionados,,,,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2262748,CORPA,CCU/Cuestionados,,,,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
1619780,PK,IMPLEMENTADO,2,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)ROYAL GUARD  ( de CCU)
1907452,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2227332,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
730340,PK,IMPLEMENTADO,2,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
2348845,PK,IMPLEMENTADO,1,6,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)GUAYACAN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2306122,PK,IMPLEMENTADO,3,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)AUSTRAL ( de CCU)
2304031,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
885003,PK,CCU/Cuestionados,1,2,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)
824166,PK,IMPLEMENTADO,2,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)ROYAL GUARD  ( de CCU)ROYAL GUARD  ( de CCU)
2201989,CORPA,IMPLEMENTADO,1,4,0,AUSTRAL
1643885,PK,IMPLEMENTADO,2,2,0,ESCUDO ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1441501,CORPA,IMPLEMENTADO,3,3,0,
1640617,PK,IMPLEMENTADO,2,2,0,AUSTRAL ( de CCU)PATAGONIA ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
896358,PK,NO REPORTADO COMO IMPLEMENTADO,1,6,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1683452,PK,CCU/Cuestionados,3,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)AUSTRAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)
574411,PK,CCU/Cuestionados,2,1,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
1463812,CORPA,IMPLEMENTADO,2,4,0,
1568150,CORPA,IMPLEMENTADO,1,4,0,
2127566,CORPA,IMPLEMENTADO,3,4,0,CRISTALROYAL GUARD
726372,PK,IMPLEMENTADO,2,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)PATAGONIA ( de CCU)CRISTAL ( de CCU)ESCUDO ( de CCU)KUNTSMANN ( de CCU)
1548448,PK,CUESTIONADOS,2,2,0,HEINEKEN ( de CCU)ROYAL GUARD  ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)
659625,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,2,0,CRISTALROYAL GUARD
557858,PK,IMPLEMENTADO,2,3,0,CRISTAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)
705738,PK,IMPLEMENTADO,2,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)
565220,PK,IMPLEMENTADO,2,3,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)
995691,PK,CCU/Cuestionados,0,0,0,
1363976,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,2,0,CRISTALROYAL GUARD
2287363,PK,CCU/Cuestionados,1,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
547021,PK,CCU/Cuestionados,2,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
821428,PK,CCU/Cuestionados,0,0,0,
2193999,PK,IMPLEMENTADO,2,2,0,KUNTSMANN ( de CCU)CRISTAL ( de CCU)
501265,CORPA,IMPLEMENTADO,5,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1994312,CORPA,IMPLEMENTADO,1,4,0,AUSTRALROYAL GUARD
1569652,PK,CCU/Cuestionados,0,0,0,
1362073,CORPA,CCU/Cuestionados,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2076860,CORPA,IMPLEMENTADO,2,6,0,
1545390,CORPA,IMPLEMENTADO,2,2,0,BUDWEISERSTELLA ARTOIS
506676,CORPA,IMPLEMENTADO,2,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
717139,CORPA,CCU/Cuestionados,1,2,0,BUDWEISERSTELLA ARTOIS
717107,CORPA,CCU/Cuestionados,1,2,0,BUDWEISERSTELLA ARTOIS
2332443,CORPA,IMPLEMENTADO,2,2,0,
1714148,CORPA,IMPLEMENTADO,1,6,0,AUSTRALROYAL GUARD
2160218,PK,IMPLEMENTADO,1,5,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
580969,PK,CUESTIONADOS,3,3,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)ESCUDO ( de CCU)
645330,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,4,0,CRISTALROYAL GUARD
674507,PK,CCU/Cuestionados,1,4,1,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)STELLA ARTOIS (de ABINBEV)
1339309,CORPA,CCU/Cuestionados,1,6,0,
504198,CORPA,IMPLEMENTADO,1,6,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1375950,PK,CCU/Cuestionados,0,0,0,
1463053,CORPA,IMPLEMENTADO,3,2,0,CRISTALROYAL GUARD
1943985,PK,CUESTIONADOS,1,4,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
2007399,PK,CUESTIONADOS,1,1,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)
582324,PK,CCU/Cuestionados,2,2,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)
1546553,CORPA,IMPLEMENTADO,2,2,0,BUDWEISERSTELLA ARTOIS
675916,CORPA,IMPLEMENTADO,3,2,0,
591494,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
678754,CORPA,CCU/Cuestionados,1,4,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1545675,CORPA,IMPLEMENTADO,2,2,0,BUDWEISERSTELLA ARTOIS
1845168,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
887291,PK,CCU/Cuestionados,1,3,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
992215,PK,CCU/Cuestionados,1,3,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
543849,PK,CCU/Cuestionados,1,3,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
673989,PK,CCU/Cuestionados,1,3,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
524915,CORPA,CCU/Cuestionados,1,4,0,BUDWEISERSTELLA ARTOIS
992208,CORPA,CCU/Cuestionados,1,4,0,BUDWEISERSTELLA ARTOIS
992221,,,,,,
926710,PK,CCU/Cuestionados,1,3,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
673990,CORPA,CCU/Cuestionados,1,4,0,BUDWEISERSTELLA ARTOIS
550887,PK,IMPLEMENTADO,2,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)
864122,PK,IMPLEMENTADO,3,2,0,AUSTRAL ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
685430,PK,CCU/Cuestionados,2,1,0,ESCUDO ( de CCU)AUSTRAL ( de CCU)
1500617,CORPA,CCU/Cuestionados,,,,
1957715,CORPA,IMPLEMENTADO,1,6,0,AUSTRALROYAL GUARD
2300945,CORPA,CCU/Cuestionados,,,,AUSTRALROYAL GUARD
1919652,PK,CCU/Cuestionados,0,0,0,
2344022,PK,IMPLEMENTADO,2,2,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)ROYAL GUARD  ( de CCU)
1647284,PK,CCU/Cuestionados,0,0,0,
919589,CORPA,CCU/Cuestionados,,,,CRISTALROYAL GUARD
1751429,PK,IMPLEMENTADO,2,3,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1495897,CORPA,IMPLEMENTADO,2,3,0,
1629521,CORPA,IMPLEMENTADO,2,3,0,
555586,PK,CUESTIONADOS,1,4,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)ESCUDO ( de CCU)HEINEKEN ( de CCU)
1319441,PK,CUESTIONADOS,1,4,0,KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
1639806,CORPA,CCU/Cuestionados,1,4,0,
2165196,PK,IMPLEMENTADO,1,4,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
1324425,CORPA,NO REPORTADO COMO IMPLEMENTADO,1,4,0,
731616,CORPA,CCU/Cuestionados,2,6,0,BUDWEISERSTELLA ARTOIS
875173,PK,CCU/Cuestionados,1,4,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
573030,PK,CCU/Cuestionados,0,0,0,
2260706,PK,CUESTIONADOS,1,6,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2012093,CORPA,CUESTIONADOS,2,3,0,AUSTRALROYAL GUARD
1712759,CORPA,IMPLEMENTADO,1,4,0,
2326417,PK,IMPLEMENTADO,1,5,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)DOLBEK ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
